resource,name,summary
move,cut,"**Cut** is a Normal-type move with 50 power and 95% accuracy. It is a physical attack that deals damage without any secondary effects. Cut is also significant outside of battle as it serves as an HM (Hidden Machine) in several generations of Pokémon games, allowing players to cut down small trees that block pathways. While its battle utility is limited due to its relatively low power, its role in navigating the overworld keeps it relevant in many games."
move,gust,"**Gust** is a Flying-type move with 40 power and 100% accuracy. Initially introduced in Generation I, Gust was a Normal-type move but was changed to Flying-type from Generation II onward. This move is one of the most basic Flying-type attacks, commonly learned at early levels by bird-like Pokémon. While Gust lacks additional effects like causing status conditions, it receives a power boost when used during certain weather conditions, such as strong winds, due to its compatibility with the move Tailwind. It’s particularly useful in battles involving Bug and Grass-type Pokémon, which are weak to Flying-type moves."
move,wing-attack,"**Wing Attack** is a Flying-type move with 60 power and 100% accuracy. It is a straightforward and reliable attack that deals damage with no additional effects. Wing Attack is accessible to many Flying-type Pokémon and offers a solid option for consistent damage output. It's often used in the early to mid-game stages due to its balance of power and precision. Wing Attack has been a staple in Pokémon games since Generation I, making it a familiar move for veteran players."
move,whirlwind,"**Whirlwind** is a Normal-type move with no power and no accuracy in the conventional sense, as it does not deal damage. Instead, Whirlwind forces the target to switch out with another Pokémon in its party chosen at random in trainer battles. In wild battles, it causes the opposing Pokémon to flee. Whirlwind always goes last regardless of the user's Speed, having a priority of -6. It can bypass Substitute and certain abilities that prevent switching, like Suction Cups, but it is ineffective against Pokémon with the ability Soundproof. Whirlwind is often used strategically to disrupt the opponent's setup or to accumulate damage through entry hazards."
move,fly,"**Fly** is a Flying-type move with 90 power and 95% accuracy. This two-turn move allows the user to fly up high during the first turn, making it untargetable by most moves, and then strike on the second turn. Fly is often used not only for its solid power but also for its utility in avoiding damage for a turn. Outside of battle, Fly is a convenient HM (Hidden Machine) move that lets players fast-travel to previously visited locations. In competitive play, while it provides a tactical advantage, it is less commonly used due to the predictability during its charge turn."
move,bind,"**Bind** is a Normal-type move with 15 power and 85% accuracy. This move traps the target and inflicts damage over a period of 4-5 turns. During this time, the target is unable to switch out and takes additional damage at the end of each turn, which is typically 1/8 of its maximum HP. Bind's functionality makes it useful for wearing down opponents and preventing them from switching to a more favorable matchup. However, due to its low power and accuracy, it is not commonly used in competitive play but can be strategically significant in certain situations."
move,slam,"**Slam** is a Normal-type move with 80 power and 75% accuracy. Despite its relatively high power, it is often considered less reliable due to its lower accuracy compared to other moves. Slam does not have any additional effects such as causing status conditions or altering stats. It is a physical move, making it most effective when used by Pokémon with high Attack stats. Slam is one of the older moves in the Pokémon series, introduced in the first generation of games. It is typically associated with large, physically powerful Pokémon."
move,vine-whip,"**Vine Whip** is a Grass-type move with 45 power and 100% accuracy. It is one of the earliest Grass-type moves that Pokémon can learn, making it a staple for many beginner trainers. Vine Whip uses fast, whip-like vines to strike the opponent. Despite its relatively low power, it is useful in the early stages of the game for Grass-type Pokémon and is often seen in various Pokémon media, including the anime where it is depicted in several notable battles."
move,stomp,"**Stomp** is a Normal-type move with 65 power and 100% accuracy. It has a 30% chance of causing the target to flinch, which prevents the target from acting on that turn. Stomp is notable for its higher flinch rate compared to many other moves, making it useful for disruption strategies. Additionally, when used against a target that has used the move Minimize, Stomp's power is doubled, making it particularly effective against evasion-based tactics. This move has been a staple in various Pokémon games and is often used by Pokémon with a physical attack focus."
move,double-kick,"**Double-Kick** is a Fighting-type move with 30 power and 100% accuracy. This move hits the target twice in a single turn, effectively doubling its total power to 60 if both hits land. Each hit is calculated separately for accuracy and critical hits, which can be advantageous against opponents using moves or abilities that activate based on single hits. Double-Kick is often used to break through Substitute or break the effects of Sturdy and Focus Sash, making it a strategic choice in battle."
move,mega-kick,"**Mega Kick** is a Normal-type move with 120 power and 75% accuracy. It does not have any additional effects besides dealing damage. Mega Kick is one of the most powerful Normal-type moves in terms of raw damage, but its lower accuracy makes it a risky option compared to other moves. Due to its high power, it's often seen as a high-risk, high-reward move and is typically taught to Pokémon via TM01. Players may choose Mega Kick for its sheer damage potential when they are willing to gamble on its lower hit rate or when they intend to make a big impact within a short engagement. Mega Kick has been present in the Pokémon series since Generation I and remains a signature powerful attack for many Pokémon that can learn it."
move,jump-kick,"**Jump Kick** is a Fighting-type move with 100 power and 95% accuracy. If Jump Kick misses or the user is hit during the turn, the user takes crash damage equal to half of the damage it would have dealt. This move is commonly used by various Fighting-type Pokémon and is favored for its high power, making it a strong option in battles. However, its drawback of causing significant recoil damage on a miss requires careful consideration and strategic use."
move,rolling-kick,"**Rolling Kick** is a Fighting-type move with 60 power and 85% accuracy. It has a 30% chance of causing the target to flinch, making it unable to attack on the next turn. This move is advantageous for disrupting the opponent's strategy. Rolling Kick is notable for being one of Hitmonlee's signature moves in the earlier generations of Pokémon games. While not the most powerful Fighting-type move, its potential to cause flinching can make it a valuable strategic option in battles."
move,sand-attack,"**Sand-Attack** is a Ground-type move with no direct power and 100% accuracy. Instead of dealing damage, Sand-Attack lowers the target's accuracy by one stage, making it more likely for the opponent’s moves to miss. This makes Sand-Attack a strategic move often used to hinder opponents and gain an upper hand in battle. Despite its simplicity, it can be pivotal in prolonged battles where landing hits is crucial. Sand-Attack is commonly found on many early-game Pokémon, especially those that are Ground-type or live in desert environments."
move,headbutt,"**Headbutt** is a Normal-type move with 70 power and 100% accuracy. Introduced in Generation I, Headbutt has a notable 30% chance of causing the target to flinch if the user attacks first. It can be taught to a variety of Pokémon through TM02 (in certain games) and is also commonly learned by Pokémon that naturally feature head or ramming tactics. Beyond its battle utility, Headbutt is unique for its out-of-battle function in Generation II and Pokémon HeartGold and SoulSilver, where it allows players to knock on trees to encounter wild Pokémon or items. Its balanced combination of power, accuracy, and secondary effects makes it a versatile move in both battle and exploration contexts."
move,horn-attack,"**Horn Attack** is a Normal-type move with 65 power and 100% accuracy. This move simply involves a sharp horn attack against the opponent. It has no secondary effects, making it a straightforward physical attack. Horn Attack is one of the classic moves, first introduced in Generation I of Pokémon games. It is typically used by horned Pokémon, such as Tauros and Rhyhorn, and while it lacks additional effects like causing status conditions or stat changes, its reliable accuracy and decent power make it a solid choice for straightforward physical damage."
move,fury-attack,"**Fury Attack** is a Normal-type move with variable power. It has an accuracy of 85% and hits the target 2 to 5 times per use. Each individual hit has a base power of 15. This means the total power can range from 30 to 75, depending on the number of hits landed. Fury Attack is a multi-strike move that can break through substitutes and is useful against targets with sturdy abilities or those that have used focus sash. Although its power and accuracy are not particularly high, it's often used for its ability to deal multiple hits in one turn."
move,horn-drill,"**Horn Drill** is a Normal-type move with 1 power and an accuracy of 30%. It is a one-hit knockout (OHKO) move, meaning if it successfully hits, it will instantly faint the target regardless of their remaining HP. However, it cannot affect targets of a higher level than the user. Horn Drill is often considered a high-risk, high-reward move due to its low accuracy but potential to change the course of a battle by knocking out an opponent with a single hit. Like other OHKO moves, its effectiveness is further restricted by battle mechanics that prevent it from working on opponents with the Sturdy ability or those that have used moves like Protect."
move,tackle,"**Tackle** is a Normal-type move with 40 power and 100% accuracy. It is one of the most basic and well-known moves in Pokémon, often learned by many Pokémon at a low level. Tackle deals physical damage with no additional effects. While its power is relatively low compared to other moves, its perfect accuracy makes it reliable in early battles. Over the various generations, Tackle has gone through some modifications in power, originally starting at 35 before being increased to 50, and then being adjusted back to 40."
move,body-slam,"**Body Slam** is a Normal-type move with 85 power and 100% accuracy. It has a 30% chance of paralyzing the target. Body Slam is notable for its combination of reliable power and high chance to inflict paralysis, making it a versatile move in both casual and competitive play. Additionally, because it is a Normal-type move, it benefits from the Same Type Attack Bonus (STAB) when used by Normal-type Pokémon, further increasing its effectiveness. Body Slam can also be used by a wide variety of Pokémon, adding to its popularity and strategic value in battles."
move,wrap,"**Wrap** is a Normal-type move with 15 power and 90% accuracy. It inflicts damage and binds the target for 4-5 turns, preventing them from fleeing or switching out. During this binding period, the target takes 1/8 of their maximum HP as damage at the end of each turn. In later generations, the damage over time effect is reduced to 1/16 of the target's maximum HP each turn. Wrap is notable for its utility in trapping opponents, making it a strategic option for setting up other moves or waiting out turns in a battle."
move,take-down,"**Take-Down** is a Normal-type move with 90 power and 85% accuracy. This move causes the user to receive recoil damage, which is calculated as 25% of the damage dealt to the opponent. While Take-Down boasts considerable power, its relatively lower accuracy and the recoil damage make it a riskier choice compared to other Normal-type moves. It is often used when a trainer seeks a strong attack but is willing to risk some self-inflicted damage. Additionally, it has no secondary effects other than recoil. Due to its drawbacks, Take-Down is less commonly used in competitive play, where consistency and minimizing self-damage are often prioritized."
move,thrash,"**Thrash** is a Normal-type move with 120 power and 100% accuracy. Thrash causes the user to attack for 2 to 3 consecutive turns, during which the user cannot switch out or use any other move. After this sequence of attacks, the user becomes confused. Thrash is known for its high base power but comes with the drawback of potentially leaving the user vulnerable due to confusion. It is often used by Pokémon with high Attack stats to maximize damage output, but players should be cautious of the confusion effect that follows the thrashing turns."
move,double-edge,"**Double-Edge** is a Normal-type move with 120 power and 100% accuracy. It deals significant damage but causes the user to take recoil damage equal to one-third of the damage dealt to the target. Double-Edge is known for its high-risk, high-reward nature, often used by Pokémon with high attack stats to maximize damage output. Despite the drawback of recoil damage, it remains a popular choice for robust physical attackers who can handle the loss of HP or have abilities (like Rock Head) that negate recoil effects. Double-Edge has been a staple in numerous Pokémon move sets across generations due to its raw power and reliable accuracy."
move,tail-whip,"**Tail Whip** is a Normal-type move with no power and 100% accuracy. Rather than dealing damage, Tail Whip lowers the Defense stat of all opposing Pokémon by one stage. This can make it easier for subsequent attacks from the user's team to deal more damage. Tail Whip is often learned at early levels by many Pokémon and is particularly useful in the early stages of battles or training. It has been a staple move since the first generation of Pokémon games, making it a familiar tactic for lowering an opponent's defenses in preparation for stronger attacks."
move,poison-sting,"**Poison Sting** is a Poison-type move with 15 power and 100% accuracy. It has a 30% chance of poisoning the target, inflicting damage over time through the Poison status condition. Poison Sting is one of the earliest Poison-type moves available to many Pokémon, often utilized in the early stages of the game. While its base power is relatively low, its potential to poison the opponent makes it a valuable tool in certain strategies, especially in battles where wearing down the enemy over time is advantageous."
move,twineedle,"**Twineedle** is a Bug-type move with 25 power and 100% accuracy. It hits the target twice in one turn, which provides a higher chance to break through substitutes or focus sashes. Each hit has a 20% chance to poison the target, making it one of the few Bug-type moves that can inflict a status condition. Twineedle is one of the signature moves of Beedrill, utilizing its double stingers. Despite its lower base power, the move's unique ability to hit twice and potential to poison makes it a valuable addition to certain strategies in both casual and competitive play."
move,pin-missile,"**Pin Missile** is a Bug-type multi-strike move with 25 power per hit and 95% accuracy. It strikes the target 2 to 5 times in one turn, with each hit having its own chance to critically hit. Introduced in Generation I, Pin Missile has been a staple move for various Bug-type Pokémon. The odds of hitting 2, 3, 4, or 5 times are 37.5%, 37.5%, 12.5%, and 12.5% respectively. This move can break Substitute and is affected by the abilities Skill Link, which guarantees 5 hits, and Mega Launcher, which does not affect it. Its high variability in damage makes it both a strategic and occasionally unpredictable choice in battle."
move,leer,"**Leer** is a Normal-type move with no power and 100% accuracy. It lowers the Defense stat of all adjacent opponents by one stage. Leer can be useful in battle to weaken the defenses of foes, making them more susceptible to physical attacks. It is often learned by Pokémon at early levels and can be a strategic move in the early stages of a battle to pave the way for stronger offensive maneuvers."
move,bite,"**Bite** is a Dark-type move with 60 power and 100% accuracy. It has a 30% chance of causing the target to flinch, preventing them from attacking during that turn. Bite is a physical attack, making it effective for Pokémon with high Attack stats. It is a move that has been around since the first generation of Pokémon games and is commonly used for its reliable damage and the added strategic benefit of potentially flinching opponents. Bite is effective against Psychic- and Ghost-type Pokémon, adding to its utility in various battles."
move,growl,"**Growl** is a Normal-type status move with no power and 100% accuracy. It lowers the Attack stat of all adjacent opponents by one stage. Growl is often used early in battles to weaken the physical attacks of opposing Pokémon, making it easier for a player's team to withstand incoming damage. Though it deals no direct damage, Growl can be strategically significant, especially in the early stages of a Pokémon game or in double battles where multiple foes are affected."
move,roar,"**Roar** is a Normal-type move with no power and variable accuracy in different games (100% in most cases but can fail under certain conditions). Roar is a status move that forces the target Pokémon to switch out with a randomly selected Pokémon from their team. In wild encounters, it ends the battle. Roar has a priority of -6, meaning it will almost always go last in turn-based moves. Commonly used to disrupt opponents' strategies by phasing out setup sweepers or breaking Baton Pass chains, Roar is a strategic tool in both casual and competitive play. Additionally, it is often used to shuffle opponents' teams and rack up entry hazard damage."
move,sing,"**Sing** is a Normal-type move with no power and an accuracy of 55%. When used, it attempts to put the target to sleep, rendering them unable to act for several turns. Despite its low accuracy, Sing's ability to incapacitate opponents makes it a strategic choice in battles, particularly in stalling or setting up scenarios. This move is often associated with Pokémon like Jigglypuff, who fit the thematic motif of singing to affect others. Due to its potential to significantly disrupt the opponent's strategy, Sing is a valuable move in both casual and competitive play. However, its unreliability due to its low accuracy means it is often used in conjunction with moves or abilities that can increase its accuracy or when a player is willing to take the risk for a potentially game-changing effect."
move,supersonic,"**Supersonic** is a Normal-type move with no base power and 55% accuracy. It causes the target to become confused if it hits. Confusion forces the affected Pokémon to potentially hurt itself in its confusion for a few turns, impacting its ability to consistently execute its own moves. Supersonic is often used to disrupt opponents and create opportunities for strategic play. However, its low accuracy makes it a somewhat unreliable status-inducing move compared to other options. Despite this, it is sometimes chosen for its potential to completely disrupt an opponent's game plan."
move,sonic-boom,"**Sonic Boom** is a Normal-type move that always inflicts exactly 20 HP of damage, regardless of the target's typing, stats, or status effects. It has 90% accuracy and does not consider the user's Attack or the target's Defense stats, making it unique compared to most moves. While its static damage output is relatively low, it can be effective in early-game battles or against low-HP opponents. Sonic Boom does not inflict any additional effects such as status conditions. This move is generally less useful in higher-level competitive play due to its fixed damage output."
move,disable,"**Disable** is a Normal-type status move with no power (as it does not deal direct damage) and 100% accuracy. When used successfully, Disable prevents the target from using the last move it used for 4 turns. This move can strategically cripple opponents by locking them out of their most recent attack, forcing them to switch up their strategy. Disable is particularly effective against opponents relying on a specific powerful move, making it advantageous in both single battles and competitive play. Originally introduced in Generation I, Disable has remained a useful tool in the arsenal of many Psychic-type Pokémon and other species with access to this move."
move,acid,"**Acid** is a Poison-type move with 40 power and 100% accuracy. It has a 10% chance of lowering the target's Special Defense by one stage. Acid is one of the simpler Poison-type moves, often utilized in the early to mid-stages of Pokémon games. Though not exceptionally powerful, its ability to potentially weaken the opponent's Special Defense can be strategically useful, especially in drawn-out battles where incremental advantages matter. Additionally, Acid has a widespread availability, as many Poison-type Pokémon can learn it, making it a staple move for trainers specializing in Poison-type strategies."
move,ember,"**Ember** is a Fire-type move with 40 power and 100% accuracy. It has a 10% chance of causing a burn status effect on the target. Ember is often one of the first Fire-type moves learned by many Pokémon, making it a staple for early-game battles. Due to its lower power, it is typically replaced by stronger moves as the game progresses, but its high accuracy and chance to burn still make it useful in the initial stages of a Pokémon's development."
move,flamethrower,"**Flamethrower** is a Fire-type move with 90 power and 100% accuracy. It has a 10% chance of leaving the target with a burn status condition. Flamethrower is highly regarded for its blend of power and reliability, making it a staple in both casual and competitive play. It is often preferred for its consistency, given its high accuracy compared to other Fire-type moves with similar or higher power. Flamethrower can be learned by a wide range of Pokémon, including many Fire-type Pokémon and some from other types through TMs or level-up."
move,mist,"**Mist** is an Ice-type status move with no power and perfect accuracy. When used, it prevents any of the user's stat changes from being lowered for five turns. This makes Mist a strategic choice for maintaining stat boosts and protecting against opponents’ tactics that aim to weaken your Pokémon's stats. Introduced in Generation I, Mist is often used in competitive play to safeguard Pokémon that rely on maintaining high stats for maximum effectiveness in battle."
move,water-gun,"**Water Gun** is a Water-type move with 40 power and 100% accuracy. It is one of the most basic Water-type moves, often available to many Water-type Pokémon at lower levels. Water Gun's reliability comes from its perfect accuracy and decent power for early-game battles. It is especially useful for weakening opponents without the risk of missing. As trainers progress, they often replace Water Gun with stronger Water-type moves, but it remains a staple for beginners due to its simplicity and effectiveness."
move,hydro-pump,"**Hydro Pump** is a Water-type move with 110 power and 80% accuracy. It is one of the most powerful Water-type attacks available, making it a popular choice for Pokémon that specialize in high-damage output. Despite its considerable power, its lower accuracy can sometimes be a drawback, leading to potential misses in critical moments. Hydro Pump has no additional effects beyond its significant damage. It is often favored in competitive play for its sheer power and is frequently used by Water-type Pokémon known for their Special Attack capabilities."
move,surf,"**Surf** is a Water-type move with 90 power and 100% accuracy. It is known for its high base power and reliability, being a staple move for Water-type Pokémon. Surf hits all adjacent Pokémon in Double and Triple Battles, making it a strategic choice for multi-battle formats. Interestingly, in the overworld of Pokémon games, Surf also allows players to travel across bodies of water, making it a vital move for progressing through the game. Additionally, Surf has appeared in various Pokémon spin-off games and is often remembered for its dual functionality in both battles and exploration."
move,ice-beam,"**Ice Beam** is an Ice-type move with 90 power and 100% accuracy. It has a 10% chance of freezing the target, which can prevent the opponent from acting until they thaw. Ice Beam is one of the most reliable and widely used Ice-type moves in both casual and competitive play due to its high power, perfect accuracy, and useful secondary effect. It is effective against Dragon, Flying, Grass, and Ground types, making it a versatile choice for coverage. Many Pokémon can learn Ice Beam via TM, making it accessible to a wide range of team compositions."
move,blizzard,"**Blizzard** is an Ice-type move with 110 power and 70% accuracy. It has a 10% chance of freezing the target, making it a potent offensive option despite its lower accuracy compared to other moves. Blizzard hits all adjacent opponents in double battles, increasing its utility in multi-battle formats. It is especially effective against Flying, Grass, Ground, and Dragon types, offering high damage potential in favorable matchups. In hail weather conditions, Blizzard bypasses its accuracy check and hits with perfect accuracy, making it a preferred move in hail-based team strategies."
move,psybeam,"**Psybeam** is a Psychic-type move with 65 power and 100% accuracy. It has a 10% chance of causing the target to become confused. Psybeam is known for its reliable accuracy and its secondary effect, which can disrupt the opponent's strategy by inducing confusion. This move is often used in both casual and competitive play for its utility in adding a layer of unpredictability to battles. Psybeam is also notable for its colorful and dynamic animation, reflecting its psychic nature."
move,bubble-beam,"**Bubble-Beam** is a Water-type move with 65 power and 100% accuracy. It has a 10% chance of lowering the target's Speed stat by one stage. Introduced in the first generation of Pokémon games, Bubble-Beam is often favored for its reliable accuracy and additional effect that can disrupt an opponent's strategy by reducing their Speed. While not the strongest Water-type move available, its combination of consistent accuracy and the potential to hinder opponents makes it a useful move in both casual and competitive play. Additionally, Bubble-Beam has been iconic as one of the main moves used by various Water-type Gym Leaders and Elite Four members across different Pokémon games."
move,aurora-beam,"**Aurora Beam** is an Ice-type move with 65 power and 100% accuracy. It has a 10% chance to lower the target's Attack stat by one stage. Aurora Beam is often used for its reliable accuracy and the chance to hinder the opponent's physical attack capabilities, making it a versatile choice in battles. The move is visually distinctive, typically depicted as a multicolored beam of light, which adds to its appeal. Although it is not the most powerful Ice-type move available, its secondary effect and consistent accuracy make it a valuable option for various Pokémon that can learn it."
move,hyper-beam,"**Hyper Beam** is a Normal-type move with 150 power and 90% accuracy. It is a special attack that deals significant damage, but requires the user to recharge for one turn after it is used, during which the user cannot take any action. Hyper Beam is known for its high power, making it a popular choice for finishing off opponents in battle. However, its mandatory recharge turn can be a strategic drawback, as it leaves the user vulnerable to counterattacks. Historically, Hyper Beam has been a hallmark move for powerful Pokémon and is often depicted as an ultimate or signature move in various Pokémon media. It was introduced in Generation I and continues to be a notable option for players seeking a high-risk, high-reward strategy."
move,peck,"**Peck** is a Flying-type move with 35 power and 100% accuracy. It is a straightforward, physical attack that does not have any additional effects or secondary conditions. Peck is one of the most basic Flying-type moves, often learned at early levels by bird-like Pokémon such as Pidgey and Spearow. Despite its low power, it can be useful in the early stages of a game when Pokémon have lower stats and stronger moves are not yet available. Peck serves as a foundational attack that introduces players to Flying-type moves before they can access more powerful options like Wing Attack or Drill Peck."
move,drill-peck,"**Drill Peck** is a Flying-type move with 80 power and 100% accuracy. It does not have any additional effects beyond dealing damage. Drill Peck is a reliable and consistent move, often utilized by bird Pokémon like Fearow and Dodrio. It is particularly useful in situations requiring a strong physical attack with no recoil or secondary effects. While it is overshadowed by some higher-powered Flying-type moves introduced in later generations, Drill Peck remains a staple for many Flying-type Pokémon due to its blend of power and unfailing accuracy."
move,submission,"**Submission** is a Fighting-type move with 80 power and 80% accuracy. This physical attack deals damage to the target but also inflicts recoil damage to the user, which is equal to one-fourth of the damage dealt. Despite its downside of causing recoil, Submission can be a useful move for dealing high damage to opponents, especially those weak to Fighting-type attacks. Due to its moderate accuracy and recoil damage, it's often considered a high-risk, high-reward move in both casual and competitive play."
move,low-kick,"**Low Kick** is a Fighting-type move with variable power and 100% accuracy. The power of Low Kick depends on the weight of the target, ranging from 20 to 120 base power—the heavier the target, the stronger the move. This makes it especially effective against heavier Pokémon such as Rock-, Steel-, and some Normal-type Pokémon. Low Kick does not have any additional effects like causing status conditions, but its utility lies in its effectiveness against bulky opponents. It is a staple in competitive play for dealing with high-weight threats."
move,counter,"**Counter** is a Fighting-type move with no base power or accuracy rating because it functions based on how much damage it takes. When hit by a physical move, Counter returns double the received damage to the opponent. It only works if the user was hit by a physical attack in the same turn. While Counter is highly situational, it can be a strategic choice to turn the tide in battles when predicting physical attacks. Counter does not affect Ghost-types due to its Fighting-type classification."
move,seismic-toss,"**Seismic Toss** is a Fighting-type move with no set power in the traditional sense. Instead, its damage is determined by the user's level, inflicting damage equal to the level of the Pokémon using the move. For example, a level 50 Pokémon using Seismic Toss will deal 50 HP of damage. The move has 100% accuracy, ensuring it reliably hits the target. Seismic Toss bypasses type matchups and resistances, making it useful against Pokémon with high Defense or those that resist Fighting-type moves. It is commonly used by Pokémon with high levels to consistently inflict a fixed amount of damage, regardless of the opponent's defensive stats. This move is particularly useful in competitive play for its reliability and predictability."
move,strength,"**Strength** is a Normal-type move with 80 power and 100% accuracy. It does not have any additional effects beyond dealing damage. Strength is often used outside of battles as well, especially in the Pokémon games, where it is used as a Hidden Machine (HM) to move large boulders, allowing players to solve puzzles and access new areas. While it might not be a staple in competitive play due to the lack of added effects and its relatively lower power compared to other physical attacks, Strength is valued for its utility in-game and its solid, dependable damage output in casual play."
move,absorb,"**Absorb** is a Grass-type move with 20 power and 100% accuracy. When used, it drains the target's HP, healing the user by 50% of the damage dealt. Absorb is one of the earliest Grass-type moves learned by many Pokémon, making it a useful tool for lower-level battles and training. Despite its relatively low power, its healing effect adds a strategic layer to battles, allowing the user to sustain itself while dealing damage."
