"resource","name","summary"
"berry","figy","**Figy Berry** is a type of Berry in the Pokémon series known for its healing properties and unique effects. When consumed by a Pokémon, it typically restores 50% of the Pokémon's maximum HP, making it a valuable item for sustaining health during battles. However, there is a notable twist: if the Pokémon's Nature is one that dislikes the bitter flavor, consuming a Figy Berry will cause confusion instead of providing healing. This makes the Figy Berry a bit more strategic to use compared to other healing Berries, requiring trainers to be mindful of their Pokémon's Nature.

**Effects:**
- Restores 50% of the Pokémon's maximum HP when its HP drops to 25% or lower.
- Causes confusion if the Pokémon holding the Berry dislikes the bitter taste (based on Nature).

**Common Uses:**
- **In-battle Healing:** Figy Berries are often held by Pokémon to provide an emergency HP boost during battles, particularly in competitive play. Their ability to"
"berry","wiki","**Wiki Berry** is a type of Berry in the Pokémon series known for its utility in battle and in Pokémon Contests. When a Pokémon consumes a Wiki Berry, it restores 50% of its maximum HP. However, this benefit comes with a potential drawback: if the Pokémon's nature dislikes the dry flavor (specifically, if it has the Modest, Mild, Rash, or Quiet natures), it will become confused.

### Effects:
1. **Healing**: When held by a Pokémon and its HP drops to 25% or lower in battle, a Wiki Berry will be automatically consumed to restore half of the Pokémon’s maximum HP.
2. **Confusion**: If the Pokémon dislikes the dry flavor of the Wiki Berry, it will become confused upon consuming it. 

### Common Uses:
1. **Battle Strategy**: Trainers often use Wiki Berries in competitive battles to provide an immediate source of healing during critical moments. This berry can turn the tide of battle by significantly"
"berry","mago","**Mago Berry** is a type of Berry that restores HP when consumed. Specifically, it restores 1/8 of a Pokémon's maximum HP. However, it comes with a unique twist: if the Pokémon consuming it has a Nature that dislikes the sweet flavor (Natures such as Adamant, Jolly, Careful, or Impish), it will become confused.

### Effects:
- **HP Restoration**: The primary effect of the Mago Berry is that it restores HP equivalent to 1/8 of the Pokémon's maximum HP.
- **Confusion**: If the berry is consumed by a Pokémon with a Nature that dislikes the Berry's sweet flavor, the Pokémon will become confused.

### Common Uses:
- **Healing in Battles**: The Mago Berry is often used to restore a Pokémon's health during battles, especially in situations where quick healing is needed without the usage of potions.
- **Strategic Elements**: Trainers might utilize the Mago Berry as part"
"berry","aguav","**Aguav Berry** is a type of Berry known for its unique ability to restore health to a Pokémon under certain conditions. When a Pokémon consumes an Aguav Berry, it restores 1/8th of the Pokémon's maximum HP, which can be a significant boost during battles. However, there is a twist: if the Pokémon holding the Berry dislikes the bitter flavor, it will become confused after consumption.

### Effects
- **Restores HP**: The primary function of an Aguav Berry is to heal the Pokémon by restoring 1/8th of its max HP.
- **Confusion Risk**: If a Pokémon has a Nature that makes it dislike bitter flavors—such as Adamant, Jolly, Naive, or any other Nature that reduces the Special Defense stat—the Pokémon will become confused after eating the Berry. This can be a double-edged sword, making strategic planning crucial when deciding which Pokémon should hold an Aguav Berry.

### Common Uses
- **In"
"berry","iapapa","**Iapapa Berry** is a consumable item in the Pokémon series that restores a significant portion of a Pokémon’s HP when it drops to a critically low point. Specifically, it restores 50% of the Pokémon's maximum HP. However, it has a potential drawback: if the Pokémon consuming the Iapapa Berry dislikes the sour flavor, it will become confused. This flavor preference is determined by the Pokémon's nature.

### Effects
- **Primary Effect**: Restores 50% of maximum HP when the Pokémon's HP falls below 25%.
- **Secondary Effect**: If the Pokémon dislikes the sour flavor, it becomes confused.

### Common Uses
- **In Battle**: The Iapapa Berry is strategically used in competitive battles and single-player campaigns to provide a substantial recovery mechanism. Trainers often give these berries to Pokémon who can benefit from the HP restoration without the risk of confusion.
- **Berry Juice Production**: The Iapapa Berry can be used with other"
"berry","razz","**Razz Berry** is an item featured prominently in the Pokémon series, known for its utility in various gameplay scenarios. In the core Pokémon games, its primary function differs slightly from its use in the mobile game, Pokémon GO.

### Effects:
- **Core Games**: In the main series, the Razz Berry is primarily used for making Pokéblocks or Poffins, which are treats used to enhance a Pokémon's attributes for contests, such as Coolness, Toughness, and Cuteness.
- **Pokémon GO**: In Pokémon GO, the Razz Berry plays a significant role in capturing wild Pokémon. When given to a wild Pokémon, it increases the likelihood of a successful capture by calming the Pokémon and making it easier to catch.

### Common Uses:
- **Contests and Competitions**: In games that feature Pokémon contests, Razz Berries are often collected and utilized to maximize a Pokémon's contest stats via Pokéblocks or Poffins. This makes"
"berry","bluk","**Bluk Berry** is a type of Berry known primarily for its role in the Pokéblock and Poffin creation processes, rather than for direct consumption by Pokémon for battle-related effects. 

### Effects:
- Unlike other Berries such as Oran or Sitrus Berries, the Bluk Berry does not restore HP or cure status conditions when consumed in battle.
- Its main effect lies in its utility in producing Pokéblocks and Poffins, which are used to enhance the condition of Pokémon, particularly for Pokémon Contests.

### Common Uses:
- **Pokéblock Creation:** In the Hoenn region, Bluk Berries are commonly used to create Pokéblocks. These Pokéblocks are then fed to Pokémon to enhance various contest attributes such as Cool, Beauty, Cute, Smart, and Tough.
- **Poffin Creation:** In the Sinnoh region, Bluk Berries are used to make Poffins. Poffins serve a similar purpose to"
"berry","nanab","**Nanab Berry** is a type of Berry in the Pokémon series known for its unique effects, especially in Pokémon GO. Unlike other Berries that often provide healing or status benefits, the Nanab Berry primarily affects encounters with wild Pokémon.

### Effects

- **In Pokémon GO:** When a Nanab Berry is fed to a wild Pokémon, it calms the Pokémon down, making it less erratic and easier to catch. It slows down the movement of the target, making it simpler for trainers to land their Poké Balls accurately.
- **In core Pokémon games:** The Nanab Berry is typically not used for immediate battle effects. Instead, it can be blended into Pokéblocks or Poffins to boost Pokémon's conditions in contests, particularly affecting the Smoothness stat.

### Common Uses

- **Catching Pokémon:** In Pokémon GO, trainers commonly use Nanab Berries when they encounter wild Pokémon that are particularly jumpy or difficult to catch using Poké Balls alone.
- **"
"berry","wepear","**Wepear Berry** is a type of Berry in the Pokémon universe known for its unique properties and applications. Below is a detailed summary of its characteristics, effects, common uses, and some interesting facts:

### Effects
- **Primary Effect**: The Wepear Berry, unlike some other Berries, does not have a direct healing effect in battles. Instead, its primary use is as an ingredient in various Pokémon-related products.
- **Poffins and Pokéblocks**: One notable use of the Wepear Berry is in the creation of Poffins and Pokéblocks, which are used to enhance a Pokémon's Contest attributes, particularly for visual appeal in Pokémon Contests.

### Common Uses
- **Cultivation**: Wepear Berries can be planted and grown by trainers. The growth cycle involves specific stages including planting, sprouting, growing into a mature plant, and finally, producing more Berries. Proper care, including watering and attention to soil quality, is required to"
"berry","pinap","**Pinap Berry** is a type of Berry known in the Pokémon series for its distinctive effects and uses, particularly in Pokémon GO. When consumed, a Pinap Berry can double the amount of Candy a trainer would receive from catching a Pokémon. This makes it an invaluable item for trainers aiming to evolve their Pokémon more quickly or power them up by gathering Candy more efficiently.

**Effects:**
- In Pokémon GO, the primary effect of the Pinap Berry is to double the Candy reward from a successful capture. For example, if a Pokémon normally provides 3 Candy when caught, using a Pinap Berry would increase the reward to 6 Candy.
- In the main series of Pokémon games, the Pinap Berry is less commonly used for immediate benefits in battles but is valuable in Pokéblocks and Poffins creation. These items are used to enhance a Pokémon's contest stats in Pokémon Contests and Super Contests.

**Common Uses:**
- **Candy Farming**: In Pokémon GO,"
"berry","pomeg","**Pomeg Berry** is a special type of Berry in the Pokémon series. It primarily affects a Pokémon's base stats by lowering the base HP (Hit Points) stat by 10 EVs (Effort Values), while simultaneously increasing the Pokémon's friendship. The Pomeg Berry is particularly notable for its unique application in training and breeding scenarios.

### Effects:
- **Base HP Reduction:** Upon consumption, a Pomeg Berry reduces a Pokémon's base HP by 10 EVs. This effect is critical for trainers looking to reallocate Effort Values to different stats for optimized performance.
- **Friendship Increase:** Alongside decreasing HP EVs, the Pomeg Berry increases a Pokémon's friendship towards its trainer, making it useful for evolving Pokémon that require high friendship levels.

### Common Uses:
- **EV Training Management:** Trainers often use the Pomeg Berry to redistribute EVs effectively, especially if a Pokémon has accumulated unwanted HP EVs that need to be reassigned to"
"berry","kelpsy","**Kelpsy Berry** is a type of Berry in the Pokémon series primarily used for reducing a Pokémon's base stats and enhancing friendship. When a Kelpsy Berry is consumed, it reduces the base Attack stat of a Pokémon by 10 EVs (Effort Values) but increases its friendship level, which can be advantageous for certain evolutions and moves that depend on high friendship.

**Effects and Uses:**
1. **Stat Adjustment**: The primary use of the Kelpsy Berry is to lower the base Attack EVs of a Pokémon. This can be beneficial if a trainer wants to reallocate those EVs into other stats to better suit the Pokémon's role in competitive play or specific battle strategies.
2. **Friendship Boost**: Consuming a Kelpsy Berry increases a Pokémon's friendship level. Many Pokémon evolve when they reach a certain level of friendship, such as Eevee evolving into Espeon or Umbreon, making the Kelpsy Berry a valuable tool for trainers focusing on these"
"berry","qualot","**Qualot Berry** is a type of Berry in the Pokémon series known for its unique effects and strategic uses. 

### Effects:
- **EV Reduction**: When a Pokémon consumes a Qualot Berry, it reduces that Pokémon's base Defense stat Effort Values (EVs) by 10. This is particularly useful for trainers looking to reallocate EVs to optimize their Pokémon's stat distribution.
- **Friendship Increase**: Besides its EV reduction effect, feeding a Qualot Berry to a Pokémon also increases its Friendship level. This can be beneficial for evolving certain Pokémon that require high Friendship levels or for moves that depend on Friendship, like Return.

### Common Uses:
- **Stat Adjustment**: Competitive players and breeding enthusiasts often use Qualot Berries to fine-tune their Pokémon's stats by removing unwanted EVs in Defense. This allows them to better control their Pokémon's growth and performance in battles.
- **Friendship Raising**: Qualot Berries are also used to quickly"
"berry","hondew","**Hondew Berry** is a type of Berry in the Pokémon series known for its unique attributes and specific effects on a Pokémon's stats. 

### Effects
The primary effect of the Hondew Berry is to reduce a Pokémon's base Special Attack Effort Values (EVs) by 10 points when consumed. This makes it an essential item for trainers who wish to reallocate their Pokémon's EVs for a more optimized battle strategy. In the context of in-game mechanics, this Berry is particularly valuable for adjusting a Pokémon's stats to better suit specific roles or to correct previous training mistakes.

### Common Uses
Hondew Berries are commonly used in competitive Pokémon training and breeding. Trainers often use them during the process of EV training to fine-tune their Pokémon's stats for maximum efficiency. Additionally, these Berries are useful for resetting EVs if a trainer decides to re-specialize a Pokémon for different battle roles. Beyond stat adjustment, Hondew Berries can also be"
"berry","grepa","**Grepa Berry** is a type of Berry commonly found in the Pokémon series, known for its unique properties and versatile applications. 

**Effects:** When consumed by a Pokémon, the Grepa Berry decreases the Pokémon's base Special Defense EV (Effort Value) by 10 points, while also making the Pokémon more friendly towards its Trainer. This dual effect makes it a valuable item for trainers who wish to reshape the EV distribution of their Pokémon, allowing for more precise stat customization. 

**Common Uses:** The primary use of the Grepa Berry is in EV training, particularly for adjusting a Pokémon’s EVs to optimize their performance in battles. By lowering the base Special Defense EV, trainers can reallocate the removed points to other stats, thus fine-tuning their Pokémon's overall abilities. Aside from its technical application in EV management, the increase in friendliness makes Grepa Berries also useful for evolving certain Pokémon that require high friendship levels, such as Togepi into Togetic.

**Interesting Facts"
"berry","tamato","**Tamato Berry** is a unique type of Berry within the Pokémon series known for its dual effects. When a Pokémon consumes a Tamato Berry, it reduces the Pokémon's Speed EVs (Effort Values) by 10, while also increasing its friendship or happiness level. This makes the Tamato Berry particularly useful for trainers who want to quickly adjust their Pokémon's EV distribution for more strategic battles or when shifting training focuses.

**Effects:**  
- **Speed EV Reduction:** Lowers the consuming Pokémon's Speed EVs by 10 points.
- **Friendship Increase:** Boosts the friendship level of the Pokémon, making it friendlier and potentially increasing the effectiveness of moves like Return or causing it to evolve if its evolution is friendship-based.

**Common Uses:**
1. **EV Adjustment:** Trainers often use Tamato Berries to fine-tune their Pokémon's Speed EVs, making them more suitable for specific battle strategies.
2. **Friendship Building:** The Berry is also a"
"berry","cornn","**Cornn Berry** is a type of Berry in the Pokémon series known primarily for its role in Pokéblocks and Poffins, which are used to enhance a Pokémon's condition in contests. When held by a Pokémon, the Cornn Berry doesn't have an immediate in-battle effect like restoring HP or curing a status condition. Instead, it is generally utilized for its flavor and contribution to contest stats.

### Effects:
- **Condition Enhancement**: The Cornn Berry is often used to create Pokéblocks or Poffins. These items, when fed to Pokémon, can improve stats such as Beauty, Coolness, and the like, which are essential in contest categories.
- **Berry Blender/Cooking Pot**: In the Berry Blender found in the Hoenn region or the Poffin House in the Sinnoh region, Cornn Berry adds to the unique flavor mix required to produce high-quality items to boost contest appeal.

### Common Uses:
- **Pokéblocks**: In"
"berry","magost","**Magost Berry** is a type of Berry known in the Pokémon world for its sweet and invigorating qualities. 

**Effects:**
- The primary function of the Magost Berry is to increase a Pokémon's friendship level when fed to them in certain games. 
- It is not directly used for HP restoration or curing status conditions in battle like some other Berries.

**Common Uses:**
- **Friendship Increase:** Trainers often use Magost Berries to raise the happiness of their Pokémon, which is especially useful for evolving certain species that require high friendship levels, such as Togepi, Pichu, and Eevee (into Espeon or Umbreon).
- **Pokéblocks/Poffins:** The Magost Berry can be blended into Pokéblocks (in Generation III) or Poffins (in Generation IV). It produces primarily dry-flavored Pokéblocks or Poffins, which are used to improve a Pokémon's condition for contests, specifically enhancing their Beauty"
"berry","rabuta","**Rabuta Berry** is a type of Berry prominently featured in various Pokémon games. Unlike some other berries which directly affect a Pokémon's health or stats in battle, the Rabuta Berry is primarily used for making Pokéblocks and Poffins, which are items that enhance a Pokémon's condition for Pokémon Contests.

**Effects and Common Uses:**
- **Pokéblocks and Poffins:** The primary use of Rabuta Berries is in the creation of Pokéblocks in Pokémon Ruby, Sapphire, and Emerald, and Poffins in Pokémon Diamond, Pearl, and Platinum. These items enhance a Pokémon’s contest stats such as Coolness, Beauty, Cuteness, Cleverness, and Toughness, which are crucial for performing well in Pokémon Contests.
- **Flavor:** Rabuta Berries have a distinct flavor which is primarily bitter with a hint of sweetness. This makes them useful ingredients in recipes that require balancing multiple flavors.
- **Avoidance of Spoilage:** In"
"berry","nomel","**Nomel Berry** is known for its distinctive taste and particular uses in the Pokémon series. Here are the detailed aspects of the Nomel Berry:

1. **Effects**: The Nomel Berry is often associated with notable effects on a Pokémon's condition or performance in battle. Although the exact effect may vary depending on the version of the game or specific context in which it is used, in some versions, it has been known to restore a Pokémon's health or affect its status condition when held and consumed during battles.

2. **Common Uses**:
   - **Battle Item**: A Nomel Berry can be used during battles as a held item. When certain conditions are met, such as a Pokémon’s health dropping to a particular level, the berry is consumed, granting its beneficial effects automatically.
   - **Cooking and PokéBlocks**: In various versions of the games, particularly those featuring content around PokéBlocks or Poffins, the Nomel Berry can be an ingredient in"
"berry","spelon","**Spelon Berry** is a rare and intriguing Berry known for its unique properties in the Pokémon world. This Berry is notable for its intensely spicy flavor, which is often sought after for culinary purposes despite its rarity.

### Effects:
- **Pokéblock Creation**: In the Hoenn region's Pokémon Contests, Spelon Berries can be blended to create high-level Pokéblocks. Specifically, they produce Pokéblocks with a spicy flavor, which increases the Coolness condition of Pokémon.
- **Poffin Production**: In the Sinnoh region, Spelon Berries can be used to make Poffins, particularly ones that enhance a Pokémon's Coolness, thus aiding them in Super Contests.
- **Berry Blender & Poffin Cook-off**: The Berry can be used in Berry Blender in Hoenn or Poffin Cooking in Sinnoh to create high-quality Pokéblocks or Poffins, respectively, which are essential in raising a Pokémon's contest stats"
"berry","pamtre","**Pamtre Berry** is a rare and fascinating type of Berry in the Pokémon world, known for both its practical and aesthetic attributes.

### Effects:
Pamtre Berries serve mainly in the creation of high-quality Pokéblocks and Poffins, which are used to enhance a Pokémon's condition in specific categories such as Beauty, Coolness, Cuteness, etc. These enhancements are particularly valuable during Pokémon Contests, where a Pokémon's performance in these categories can determine its success. The Pamtre Berry’s most prominent effect is to significantly boost a Pokémon's Beauty condition. Unlike other Berries, Pamtre does not have a direct in-battle effect like restoring HP or curing status conditions.

### Common Uses:
1. **Pokéblocks and Poffins:** Due to its outstanding ability to enhance a Pokémon's traits, trainers commonly use Pamtre Berries to create Blue Pokéblocks or Poffins aimed at increasing Beauty.
2. **Pokémon Contests:** Trainers seeking to"
"berry","watmel","**Watmel Berry** is a type of Berry in the Pokémon series, known for its vibrant appearance and large size. It is particularly notable for its sweet flavor. Below are the detailed aspects:

**Effects:**
- When held by a Pokémon, a Watmel Berry does not have any direct in-battle effect. However, it can be used to create a custom Pokéblock or Poffin that greatly enhances a Pokémon's condition, particularly in the Coolness category for Pokémon Contests.

**Common Uses:**
1. **Pokémon Contests**: The most prominent use of the Watmel Berry is in Pokémon Contests, where it can significantly boost a Pokémon's performance, especially in the Coolness category. Trainers often use it to make high-level Pokéblocks and Poffins to maximize the contest stats of their Pokémon.
2. **Cooking Recipes**: In the context of making Pokéblocks in Generation III and Poffins in Generation IV, the Watmel Berry"
"berry","durin","**Durin Berry** is a type of Berry in the Pokémon series that primarily serves a utility role rather than directly influencing battles. Here’s a detailed overview:

### Effects
The Durin Berry does not have any direct combat-use effects in terms of restoring HP or curing status conditions. Instead, it is mainly used as an ingredient in creating different types of Pokéblocks or Poffins, which are items used to enhance a Pokémon's condition for contests.

### Common Uses
1. **Pokéblock and Poffin Making:** The primary use of the Durin Berry is in the preparation of Pokéblocks in Generation III and Poffins in Generation IV and beyond. These items are used to improve a Pokémon's condition, such as Coolness, Beauty, Cuteness, Cleverness, and Toughness, which are essential stats for Pokémon Contests and similar activities.
2. **Flavor Profile:** The Durin Berry is known for its extremely bitter taste. This characteristic makes it"
"berry","belue","**Belue Berry** is a type of Berry in the Pokémon series known for its vivid colors and various uses. When used in battle, the Belue Berry doesn't have a direct immediate effect like some other berries; instead, it is primarily used as an ingredient in various in-game cooking recipes, such as Pokéblocks and Poffins, which are used to enhance a Pokémon’s condition in contests.

**Effects**: The primary effect of the Belue Berry is its use in the creation of Pokéblocks and Poffins. In Pokémon Contests, these items can enhance a Pokémon’s specific condition—Beauty, in particular. Feeding a Pokémon a Belue Berry-based Pokéblock or Poffin can increase their Beauty stat significantly, which is beneficial for Beauty Contests.

**Common Uses**:
1. **Cooking**: In the Hoenn region, you can blend Belue Berries with others to create Pokéblocks. In the Sinnoh region, they can be used"
"berry","occa","**Occa Berry** is a type of Berry in the Pokémon series that provides a specific defensive benefit. When held by a Pokémon, an Occa Berry reduces the damage taken from a super-effective Fire-type move by 50%. This Berry is particularly useful in competitive battles where predicting and mitigating super-effective moves can play a crucial role in strategy.

**Common Uses**:
1. **Competitive Battles**: Trainers often equip Occa Berries to Pokémon that are weak to Fire-type moves, such as Steel, Grass, Ice, or Bug types. This can be especially important for Pokémon that need to survive a hit from a Fire-type move to retaliate or set up their own strategy.
2. **Battle Facilities**: In various battle-focused facilities like the Battle Tower or Battle Frontier, having an Occa Berry can give a significant advantage by allowing a Pokémon to endure an otherwise devastating Fire-type attack.

**Interesting Facts**:
- **Natural Gift Move**: When used as an ingredient in the"
"berry","passho","**Passho Berry** is a type of Berry in the Pokémon series that provides a specific defensive boost when held by a Pokémon. 

**Effects**:
When a Pokémon holding the Passho Berry is hit by a super-effective Water-type move, the power of that move is halved. This defensive mechanism can be crucial in competitive battles where type advantages are often exploited.

**Common Uses**:
1. **Competitive Battling**: In the competitive Pokémon battling scene, the Passho Berry is strategically used to mitigate the damage from powerful Water-type moves. Trainers often equip it to Pokémon that have a weakness to Water-type attacks to overcome type disadvantages.
2. **Single-Player Campaign**: In the main game series, a player might use the Passho Berry strategically in gym battles or against Elite Four members who specialize in Water-type Pokémon.

**Interesting Facts**:
1. **Origin of the Name**: The name ""Passho"" is derived from ""passion fruit,"" aligning with the"
"berry","wacan","**Wacan Berry** is a type of Berry in the Pokémon series known for its ability to reduce the damage taken from a foe's super-effective Electric-type attack by 50% when held by a Pokémon. This defensive property makes it particularly useful in competitive battles, allowing Pokémon with Electric-type weaknesses to endure potentially decisive hits and possibly turn the tide of the match.

### Effects
- **Damage Reduction**: The primary effect of the Wacan Berry is to cut the damage from a single super-effective Electric-type attack in half.
- **Activation Condition**: The Berry automatically activates when the holder is hit by a super-effective Electric-type move.

### Common Uses
- **Competitive Battling**: In competitive play, the Wacan Berry is often equipped by Pokémon that have significant weaknesses to Electric-type moves. This includes Water-, Flying-, and other types that may be vulnerable to Electric attacks.
- **Strategic Planning**: Trainers use this Berry to catch opponents off guard, as it can significantly"
